Program,xPONENT,,FlexMAP 3D,,,,,,,,,,,,,
"77(1,E10)",ADNI-479,100,120,220,,,,,,,,,,,,
"78(1,F10)",ADNI-480,100,116,216,,,,,,,,,,,,
"79(1,G10)",ADNI-481,100,109,209,,,,,,,,,,,,
"80(1,H10)",ADNI-482,100,161,261,,,,,,,,,,,,
"81(1,A11)",BioS-09,100,150,250,,,,,,,,,,,,
"82(1,B11)",BioS-10,100,115,215,,,,,,,,,,,,
"83(1,C11)",BioS-11,100,126,226,,,,,,,,,,,,
"84(1,D11)",BioS-12,100,118,218,,,,,,,,,,,,
"85(1,E11)",BioS-13,100,115,215,,,,,,,,,,,,
"86(1,F11)",BioS-14,100,126,226,,,,,,,,,,,,
"87(1,G11)",BioS-15,100,122,222,,,,,,,,,,,,
"88(1,H11)",BioS-16,100,115,215,,,,,,,,,,,,
"89(1,A12)",BioS-09,100,116,216,,,,,,,,,,,,
"90(1,B12)",BioS-10,100,118,218,,,,,,,,,,,,
"91(1,C12)",BioS-11,100,126,226,,,,,,,,,,,,
"92(1,D12)",BioS-12,100,107,207,,,,,,,,,,,,
"93(1,E12)",BioS-13,100,118,218,,,,,,,,,,,,
"94(1,F12)",BioS-14,100,143,243,,,,,,,,,,,,
"95(1,G12)",BioS-15,100,114,214,,,,,,,,,,,,
"96(1,H12)",BioS-16,106,100,206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Result,,,,,,,,,,,,,,,
Location,Sample,Anti-Kappa IgG,Analyte 45,Total Events,,,,,,,,,,,,
"1(1,A1)",Standard1,0.855894891,,223,,,,,,,,,,,,
"2(1,B1)",Standard2,0.42958189,,218,,,,,,,,,,,,
"3(1,C1)",Standard3,0.231499376,,230,,,,,,,,,,,,
"4(1,D1)",Standard4,0.108589849,,203,,,,,,,,,,,,
"5(1,E1)",Standard5,0.060532378,,201,,,,,,,,,,,,
"6(1,F1)",Standard6,0.032929752,,223,,,,,,,,,,,,
"7(1,G1)",Standard7,0.012125557,,234,,,,,,,,,,,,
"8(1,H1)",Standard8,< 0,,214,,,,,,,,,,,,
"9(1,A2)",Standard1,1.147839924,,226,,,,,,,,,,,,
"10(1,B2)",Standard2,0.641546048,,232,,,,,,,,,,,,
"11(1,C2)",Standard3,0.267884661,,207,,,,,,,,,,,,
"12(1,D2)",Standard4,0.1426857,,233,,,,,,,,,,,,
"13(1,E2)",Standard5,0.066387686,,207,,,,,,,,,,,,
"14(1,F2)",Standard6,0.029785928,,217,,,,,,,,,,,,
"15(1,G2)",Standard7,0.019583549,,204,,,,,,,,,,,,
"16(1,H2)",Standard8,0.000764608,,209,,,,,,,,,,,,
"17(1,A3)",ADNI-451,0.080733091,,209,,,,,,,,,,,,
"18(1,B3)",ADNI-452,0.052979153,,222,,,,,,,,,,,,
"19(1,C3)",ADNI-453,0.065645341,,220,,,,,,,,,,,,
"20(1,D3)",ADNI-454,0.062436492,,210,,,,,,,,,,,,
"21(1,E3)",ADNI-455,0.067192964,,207,,,,,,,,,,,,
"22(1,F3)",ADNI-456,0.062555289,,206,,,,,,,,,,,,
"23(1,G3)",ADNI-457,0.059588927,,209,,,,,,,,,,,,
"24(1,H3)",ADNI-458,0.05646117,,232,,,,,,,,,,,,
"25(1,A4)",ADNI-451,0.086336357,,207,,,,,,,,,,,,
"26(1,B4)",ADNI-452,0.050851277,,200,,,,,,,,,,,,
"27(1,C4)",ADNI-453,0.059034271,,218,,,,,,,,,,,,
"28(1,D4)",ADNI-454,0.069532428,,226,,,,,,,,,,,,
"29(1,E4)",ADNI-455,0.061998094,,222,,,,,,,,,,,,
"30(1,F4)",ADNI-456,0.069304087,,220,,,,,,,,,,,,
"31(1,G4)",ADNI-457,0.063322848,,204,,,,,,,,,,,,
"32(1,H4)",ADNI-458,0.060517974,,237,,,,,,,,,,,,
"33(1,A5)",ADNI-459,0.043480167,,216,,,,,,,,,,,,
"34(1,B5)",ADNI-460,0.059347171,,201,,,,,,,,,,,,
"35(1,C5)",ADNI-461,0.078729805,,241,,,,,,,,,,,,
"36(1,D5)",ADNI-462,0.100300578,,213,,,,,,,,,,,,
"37(1,E5)",ADNI-463,0.039468026,,203,,,,,,,,,,,,
"38(1,F5)",ADNI-464,0.069656856,,206,,,,,,,,,,,,
"39(1,G5)",ADNI-465,0.06251722,,211,,,,,,,,,,,,
"40(1,H5)",ADNI-466,0.071930839,,230,,,,,,,,,,,,
"41(1,A6)",ADNI-459,0.0529361,,231,,,,,,,,,,,,
"42(1,B6)",ADNI-460,0.065692815,,214,,,,,,,,,,,,
"43(1,C6)",ADNI-461,0.084781403,,224,,,,,,,,,,,,
"44(1,D6)",ADNI-462,0.10294405,,203,,,,,,,,,,,,
"45(1,E6)",ADNI-463,0.042725573,,223,,,,,,,,,,,,
"46(1,F6)",ADNI-464,0.073281221,,201,,,,,,,,,,,,
"47(1,G6)",ADNI-465,0.059178639,,206,,,,,,,,,,,,
"48(1,H6)",ADNI-466,0.064171232,,206,,,,,,,,,,,,
"49(1,A7)",ADNI-467,0.041236532,,201,,,,,,,,,,,,
"50(1,B7)",ADNI-468,0.055963533,,231,,,,,,,,,,,,
"51(1,C7)",ADNI-469,0.035560746,,207,,,,,,,,,,,,
"52(1,D7)",ADNI-470,0.053953826,,208,,,,,,,,,,,,
"53(1,E7)",ADNI-471,0.079162353,,206,,,,,,,,,,,,
"54(1,F7)",ADNI-472,0.174982031,,202,,,,,,,,,,,,
"55(1,G7)",ADNI-473,0.064321995,,225,,,,,,,,,,,,
"56(1,H7)",ADNI-474,0.072812914,,218,,,,,,,,,,,,
"57(1,A8)",ADNI-467,0.050884872,,208,,,,,,,,,,,,
"58(1,B8)",ADNI-468,0.069379706,,204,,,,,,,,,,,,
"59(1,C8)",ADNI-469,0.038244741,,210,,,,,,,,,,,,
"60(1,D8)",ADNI-470,0.05361401,,203,,,,,,,,,,,,
"61(1,E8)",ADNI-471,0.087618268,,234,,,,,,,,,,,,
"62(1,F8)",ADNI-472,0.206479157,,225,,,,,,,,,,,,
"63(1,G8)",ADNI-473,0.058107263,,205,,,,,,,,,,,,
"64(1,H8)",ADNI-474,0.077177784,,200,,,,,,,,,,,,
"65(1,A9)",ADNI-475,0.076814576,,203,,,,,,,,,,,,
"66(1,B9)",ADNI-476,0.067864408,,242,,,,,,,,,,,,
"67(1,C9)",ADNI-477,0.062392934,,214,,,,,,,,,,,,
"68(1,D9)",ADNI-478,0.078902432,,226,,,,,,,,,,,,
"69(1,E9)",ADNI-479,0.051678856,,247,,,,,,,,,,,,
"70(1,F9)",ADNI-480,0.044477865,,216,,,,,,,,,,,,
"71(1,G9)",ADNI-481,0.095049852,,231,,,,,,,,,,,,
"72(1,H9)",ADNI-482,0.048878547,,230,,,,,,,,,,,,
"73(1,A10)",ADNI-475,0.074566652,,219,,,,,,,,,,,,
"74(1,B10)",ADNI-476,0.068617365,,201,,,,,,,,,,,,
"75(1,C10)",ADNI-477,0.072953282,,208,,,,,,,,,,,,
"76(1,D10)",ADNI-478,0.077893774,,232,,,,,,,,,,,,
"77(1,E10)",ADNI-479,0.050099861,,220,,,,,,,,,,,,
"78(1,F10)",ADNI-480,0.041252456,,216,,,,,,,,,,,,
"79(1,G10)",ADNI-481,0.092317018,,209,,,,,,,,,,,,
"80(1,H10)",ADNI-482,0.046018443,,261,,,,,,,,,,,,
"81(1,A11)",BioS-09,0.069613362,,250,,,,,,,,,,,,
"82(1,B11)",BioS-10,0.041671875,,215,,,,,,,,,,,,
"83(1,C11)",BioS-11,0.070911824,,226,,,,,,,,,,,,
"84(1,D11)",BioS-12,0.105629092,,218,,,,,,,,,,,,
"85(1,E11)",BioS-13,0.059274096,,215,,,,,,,,,,,,
"86(1,F11)",BioS-14,0.074727617,,226,,,,,,,,,,,,
"87(1,G11)",BioS-15,0.076466429,,222,,,,,,,,,,,,
"88(1,H11)",BioS-16,0.084037766,,215,,,,,,,,,,,,
"89(1,A12)",BioS-09,0.073691856,,216,,,,,,,,,,,,
"90(1,B12)",BioS-10,0.044054707,,218,,,,,,,,,,,,
"91(1,C12)",BioS-11,0.06974265,,226,,,,,,,,,,,,
"92(1,D12)",BioS-12,0.10043754,,207,,,,,,,,,,,,
"93(1,E12)",BioS-13,0.059908906,,218,,,,,,,,,,,,
"94(1,F12)",BioS-14,0.075397257,,243,,,,,,,,,,,,
"95(1,G12)",BioS-15,0.078264281,,214,,,,,,,,,,,,
"96(1,H12)",BioS-16,0.088521862,,206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Range,,,,,,,,,,,,,,,
Location,Sample,Anti-Kappa IgG,Analyte 45,Total Events,,,,,,,,,,,,
"1(1,A1)",Standard1,,,223,,,,,,,,,,,,
"2(1,B1)",Standard2,,,218,,,,,,,,,,,,
"3(1,C1)",Standard3,,,230,,,,,,,,,,,,
"4(1,D1)",Standard4,,,203,,,,,,,,,,,,
"5(1,E1)",Standard5,,,201,,,,,,,,,,,,
"6(1,F1)",Standard6,,,223,,,,,,,,,,,,
"7(1,G1)",Standard7,,,234,,,,,,,,,,,,
"8(1,H1)",Standard8,,,214,,,,,,,,,,,,
"9(1,A2)",Standard1,,,226,,,,,,,,,,,,
"10(1,B2)",Standard2,,,232,,,,,,,,,,,,
"11(1,C2)",Standard3,,,207,,,,,,,,,,,,
"12(1,D2)",Standard4,,,233,,,,,,,,,,,,
"13(1,E2)",Standard5,,,207,,,,,,,,,,,,
"14(1,F2)",Standard6,,,217,,,,,,,,,,,,
"15(1,G2)",Standard7,,,204,,,,,,,,,,,,
"16(1,H2)",Standard8,,,209,,,,,,,,,,,,
"17(1,A3)",ADNI-451,,,209,,,,,,,,,,,,
"18(1,B3)",ADNI-452,,,222,,,,,,,,,,,,
"19(1,C3)",ADNI-453,,,220,,,,,,,,,,,,
"20(1,D3)",ADNI-454,,,210,,,,,,,,,,,,
"21(1,E3)",ADNI-455,,,207,,,,,,,,,,,,
"22(1,F3)",ADNI-456,,,206,,,,,,,,,,,,
"23(1,G3)",ADNI-457,,,209,,,,,,,,,,,,
"24(1,H3)",ADNI-458,,,232,,,,,,,,,,,,
"25(1,A4)",ADNI-451,,,207,,,,,,,,,,,,
"26(1,B4)",ADNI-452,,,200,,,,,,,,,,,,
"27(1,C4)",ADNI-453,,,218,,,,,,,,,,,,
"28(1,D4)",ADNI-454,,,226,,,,,,,,,,,,
"29(1,E4)",ADNI-455,,,222,,,,,,,,,,,,
"30(1,F4)",ADNI-456,,,220,,,,,,,,,,,,
"31(1,G4)",ADNI-457,,,204,,,,,,,,,,,,
"32(1,H4)",ADNI-458,,,237,,,,,,,,,,,,
"33(1,A5)",ADNI-459,,,216,,,,,,,,,,,,
"34(1,B5)",ADNI-460,,,201,,,,,,,,,,,,
"35(1,C5)",ADNI-461,,,241,,,,,,,,,,,,
"36(1,D5)",ADNI-462,,,213,,,,,,,,,,,,
"37(1,E5)",ADNI-463,,,203,,,,,,,,,,,,
"38(1,F5)",ADNI-464,,,206,,,,,,,,,,,,
"39(1,G5)",ADNI-465,,,211,,,,,,,,,,,,
"40(1,H5)",ADNI-466,,,230,,,,,,,,,,,,
"41(1,A6)",ADNI-459,,,231,,,,,,,,,,,,
"42(1,B6)",ADNI-460,,,214,,,,,,,,,,,,
"43(1,C6)",ADNI-461,,,224,,,,,,,,,,,,
"44(1,D6)",ADNI-462,,,203,,,,,,,,,,,,
"45(1,E6)",ADNI-463,,,223,,,,,,,,,,,,
"46(1,F6)",ADNI-464,,,201,,,,,,,,,,,,
"47(1,G6)",ADNI-465,,,206,,,,,,,,,,,,
"48(1,H6)",ADNI-466,,,206,,,,,,,,,,,,
"49(1,A7)",ADNI-467,,,201,,,,,,,,,,,,
"50(1,B7)",ADNI-468,,,231,,,,,,,,,,,,
"51(1,C7)",ADNI-469,,,207,,,,,,,,,,,,
"52(1,D7)",ADNI-470,,,208,,,,,,,,,,,,
"53(1,E7)",ADNI-471,,,206,,,,,,,,,,,,
"54(1,F7)",ADNI-472,,,202,,,,,,,,,,,,
"55(1,G7)",ADNI-473,,,225,,,,,,,,,,,,
"56(1,H7)",ADNI-474,,,218,,,,,,,,,,,,
"57(1,A8)",ADNI-467,,,208,,,,,,,,,,,,
"58(1,B8)",ADNI-468,,,204,,,,,,,,,,,,
"59(1,C8)",ADNI-469,,,210,,,,,,,,,,,,
"60(1,D8)",ADNI-470,,,203,,,,,,,,,,,,
"61(1,E8)",ADNI-471,,,234,,,,,,,,,,,,
"62(1,F8)",ADNI-472,,,225,,,,,,,,,,,,
"63(1,G8)",ADNI-473,,,205,,,,,,,,,,,,
"64(1,H8)",ADNI-474,,,200,,,,,,,,,,,,
"65(1,A9)",ADNI-475,,,203,,,,,,,,,,,,
"66(1,B9)",ADNI-476,,,242,,,,,,,,,,,,
"67(1,C9)",ADNI-477,,,214,,,,,,,,,,,,
"68(1,D9)",ADNI-478,,,226,,,,,,,,,,,,
"69(1,E9)",ADNI-479,,,247,,,,,,,,,,,,
"70(1,F9)",ADNI-480,,,216,,,,,,,,,,,,
"71(1,G9)",ADNI-481,,,231,,,,,,,,,,,,
"72(1,H9)",ADNI-482,,,230,,,,,,,,,,,,
"73(1,A10)",ADNI-475,,,219,,,,,,,,,,,,
"74(1,B10)",ADNI-476,,,201,,,,,,,,,,,,
"75(1,C10)",ADNI-477,,,208,,,,,,,,,,,,
"76(1,D10)",ADNI-478,,,232,,,,,,,,,,,,
"77(1,E10)",ADNI-479,,,220,,,,,,,,,,,,
"78(1,F10)",ADNI-480,,,216,,,,,,,,,,,,
"79(1,G10)",ADNI-481,,,209,,,,,,,,,,,,
"80(1,H10)",ADNI-482,,,261,,,,,,,,,,,,
"81(1,A11)",BioS-09,,,250,,,,,,,,,,,,
"82(1,B11)",BioS-10,,,215,,,,,,,,,,,,
"83(1,C11)",BioS-11,,,226,,,,,,,,,,,,
"84(1,D11)",BioS-12,,,218,,,,,,,,,,,,
"85(1,E11)",BioS-13,,,215,,,,,,,,,,,,
"86(1,F11)",BioS-14,,,226,,,,,,,,,,,,
"87(1,G11)",BioS-15,,,222,,,,,,,,,,,,
"88(1,H11)",BioS-16,,,215,,,,,,,,,,,,
"89(1,A12)",BioS-09,,,216,,,,,,,,,,,,
"90(1,B12)",BioS-10,,,218,,,,,,,,,,,,
"91(1,C12)",BioS-11,,,226,,,,,,,,,,,,
"92(1,D12)",BioS-12,,,207,,,,,,,,,,,,
"93(1,E12)",BioS-13,,,218,,,,,,,,,,,,
"94(1,F12)",BioS-14,,,243,,,,,,,,,,,,
"95(1,G12)",BioS-15,,,214,,,,,,,,,,,,
"96(1,H12)",BioS-16,,,206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,162664,10815.5,,,,,,,,,,,,,,
Standard2,151173.5,10746.25,,,,,,,,,,,,,,
Standard3,134848.5,10848.5,,,,,,,,,,,,,,
Standard4,115025.25,10832,,,,,,,,,,,,,,
Standard5,98481,10932.25,,,,,,,,,,,,,,
Standard6,84207.25,10888.5,,,,,,,,,,,,,,
Standard7,74561,10807.5,,,,,,,,,,,,,,
Standard8,60264.25,10799.75,,,,,,,,,,,,,,
ADNI-451,104232,10828.5,,,,,,,,,,,,,,
ADNI-452,93755.75,10902.75,,,,,,,,,,,,,,
ADNI-453,97415,10860.25,,,,,,,,,,,,,,
ADNI-454,99017,10893.25,,,,,,,,,,,,,,
ADNI-455,97115.25,10736.25,,,,,,,,,,,,,,
ADNI-456,98083.5,10791,,,,,,,,,,,,,,
ADNI-457,97784,10936.75,,,,,,,,,,,,,,
ADNI-458,95801.75,10840.5,,,,,,,,,,,,,,
ADNI-459,92315.25,10922,,,,,,,,,,,,,,
ADNI-460,98429,10966,,,,,,,,,,,,,,
ADNI-461,103096.75,10767.5,,,,,,,,,,,,,,
ADNI-462,110300.25,10918.5,,,,,,,,,,,,,,
ADNI-463,88327.5,10813.5,,,,,,,,,,,,,,
ADNI-464,100359.5,10829,,,,,,,,,,,,,,
ADNI-465,97190.25,10896.5,,,,,,,,,,,,,,
ADNI-466,99449.25,10860.25,,,,,,,,,,,,,,
ADNI-467,89578.25,10706.75,,,,,,,,,,,,,,
ADNI-468,97046.5,10816.5,,,,,,,,,,,,,,
ADNI-469,87451.75,10948.25,,,,,,,,,,,,,,
ADNI-470,94626.25,10915.5,,,,,,,,,,,,,,
ADNI-471,104341.5,10846.5,,,,,,,,,,,,,,
ADNI-472,126665.75,10798.75,,,,,,,,,,,,,,
ADNI-473,96677.5,10823.5,,,,,,,,,,,,,,
ADNI-474,101898.25,10867.75,,,,,,,,,,,,,,
ADNI-475,102555.25,10912.75,,,,,,,,,,,,,,
ADNI-476,99518.25,10857,,,,,,,,,,,,,,
ADNI-477,99662.5,10901,,,,,,,,,,,,,,
ADNI-478,102664.75,10831,,,,,,,,,,,,,,
ADNI-479,92251.75,10776.5,,,,,,,,,,,,,,
ADNI-480,89439.75,10850.75,,,,,,,,,,,,,,
ADNI-481,107931.75,10900.5,,,,,,,,,,,,,,
ADNI-482,91076.25,10807,,,,,,,,,,,,,,
BioS-09,99846.75,10766.5,,,,,,,,,,,,,,
BioS-10,89376.5,10843.25,,,,,,,,,,,,,,
BioS-11,99835.25,10813.25,,,,,,,,,,,,,,
BioS-12,108974.75,10751.25,,,,,,,,,,,,,,
BioS-13,96262.75,10844.25,,,,,,,,,,,,,,
BioS-14,100832.25,10750.75,,,,,,,,,,,,,,
BioS-15,102042.5,10800.25,,,,,,,,,,,,,,
BioS-16,104393.5,10759.25,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Result,,,,,,,,,,,,,,,
Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,1.001867408,,,,,,,,,,,,,,,
Standard2,0.535563969,,,,,,,,,,,,,,,
Standard3,0.249692019,,,,,,,,,,,,,,,
Standard4,0.125637774,,,,,,,,,,,,,,,
Standard5,0.063460032,,,,,,,,,,,,,,,
Standard6,0.03135784,,,,,,,,,,,,,,,
Standard7,0.015854553,,,,,,,,,,,,,,,
Standard8,N/A,,,,,,,,,,,,,,,
ADNI-451,0.083534724,,,,,,,,,,,,,,,
ADNI-452,0.051915215,,,,,,,,,,,,,,,
ADNI-453,0.062339806,,,,,,,,,,,,,,,
ADNI-454,0.06598446,,,,,,,,,,,,,,,
ADNI-455,0.064595529,,,,,,,,,,,,,,,
ADNI-456,0.065929688,,,,,,,,,,,,,,,
ADNI-457,0.061455887,,,,,,,,,,,,,,,
ADNI-458,0.058489572,,,,,,,,,,,,,,,
ADNI-459,0.048208133,,,,,,,,,,,,,,,
ADNI-460,0.062519993,,,,,,,,,,,,,,,
ADNI-461,0.081755604,,,,,,,,,,,,,,,
ADNI-462,0.101622314,,,,,,,,,,,,,,,
ADNI-463,0.041096799,,,,,,,,,,,,,,,
ADNI-464,0.071469039,,,,,,,,,,,,,,,
ADNI-465,0.060847929,,,,,,,,,,,,,,,
ADNI-466,0.068051036,,,,,,,,,,,,,,,
ADNI-467,0.046060702,,,,,,,,,,,,,,,
ADNI-468,0.062671619,,,,,,,,,,,,,,,
ADNI-469,0.036902744,,,,,,,,,,,,,,,
ADNI-470,0.053783918,,,,,,,,,,,,,,,
ADNI-471,0.083390311,,,,,,,,,,,,,,,
ADNI-472,0.190730594,,,,,,,,,,,,,,,
ADNI-473,0.061214629,,,,,,,,,,,,,,,
ADNI-474,0.074995349,,,,,,,,,,,,,,,
ADNI-475,0.075690614,,,,,,,,,,,,,,,
ADNI-476,0.068240887,,,,,,,,,,,,,,,
ADNI-477,0.067673108,,,,,,,,,,,,,,,
ADNI-478,0.078398103,,,,,,,,,,,,,,,
ADNI-479,0.050889359,,,,,,,,,,,,,,,
ADNI-480,0.042865161,,,,,,,,,,,,,,,
ADNI-481,0.093683435,,,,,,,,,,,,,,,
ADNI-482,0.047448495,,,,,,,,,,,,,,,
BioS-09,0.071652609,,,,,,,,,,,,,,,
BioS-10,0.042863291,,,,,,,,,,,,,,,
BioS-11,0.070327237,,,,,,,,,,,,,,,
BioS-12,0.103033316,,,,,,,,,,,,,,,
BioS-13,0.059591501,,,,,,,,,,,,,,,
BioS-14,0.075062437,,,,,,,,,,,,,,,
BioS-15,0.077365355,,,,,,,,,,,,,,,
BioS-16,0.086279814,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Range,,,,,,,,,,,,,,,
Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,,,,,,,,,,,,,,,,
Standard2,,,,,,,,,,,,,,,,
Standard3,,,,,,,,,,,,,,,,
Standard4,,,,,,,,,,,,,,,,
Standard5,,,,,,,,,,,,,,,,
Standard6,,,,,,,,,,,,,,,,
Standard7,,,,,,,,,,,,,,,,
Standard8,,,,,,,,,,,,,,,,
ADNI-451,,,,,,,,,,,,,,,,
ADNI-452,,,,,,,,,,,,,,,,
ADNI-453,,,,,,,,,,,,,,,,
ADNI-454,,,,,,,,,,,,,,,,
ADNI-455,,,,,,,,,,,,,,,,
ADNI-456,,,,,,,,,,,,,,,,
ADNI-457,,,,,,,,,,,,,,,,
ADNI-458,,,,,,,,,,,,,,,,
ADNI-459,,,,,,,,,,,,,,,,
ADNI-460,,,,,,,,,,,,,,,,
ADNI-461,,,,,,,,,,,,,,,,
ADNI-462,,,,,,,,,,,,,,,,
ADNI-463,,,,,,,,,,,,,,,,
ADNI-464,,,,,,,,,,,,,,,,
ADNI-465,,,,,,,,,,,,,,,,
ADNI-466,,,,,,,,,,,,,,,,
ADNI-467,,,,,,,,,,,,,,,,
ADNI-468,,,,,,,,,,,,,,,,
ADNI-469,,,,,,,,,,,,,,,,
ADNI-470,,,,,,,,,,,,,,,,
ADNI-471,,,,,,,,,,,,,,,,
ADNI-472,,,,,,,,,,,,,,,,
ADNI-473,,,,,,,,,,,,,,,,
ADNI-474,,,,,,,,,,,,,,,,
ADNI-475,,,,,,,,,,,,,,,,
ADNI-476,,,,,,,,,,,,,,,,
ADNI-477,,,,,,,,,,,,,,,,
ADNI-478,,,,,,,,,,,,,,,,
ADNI-479,,,,,,,,,,,,,,,,
ADNI-480,,,,,,,,,,,,,,,,
ADNI-481,,,,,,,,,,,,,,,,
ADNI-482,,,,,,,,,,,,,,,,
BioS-09,,,,,,,,,,,,,,,,
BioS-10,,,,,,,,,,,,,,,,
BioS-11,,,,,,,,,,,,,,,,
BioS-12,,,,,,,,,,,,,,,,
BioS-13,,,,,,,,,,,,,,,,
BioS-14,,,,,,,,,,,,,,,,
BioS-15,,,,,,,,,,,,,,,,
BioS-16,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Normalized Net Median,,,,,,,,,,,,,,,
Location,Sample,Anti-Kappa IgG,Analyte 45,Total Events,,,,,,,,,,,,
"1(1,A1)",Standard1,14.86732802,1,223,,,,,,,,,,,,
"2(1,B1)",Standard2,13.69792052,1,218,,,,,,,,,,,,
"3(1,C1)",Standard3,12.24421952,1,230,,,,,,,,,,,,
"4(1,D1)",Standard4,10.26863482,1,203,,,,,,,,,,,,
"5(1,E1)",Standard5,8.909566895,1,201,,,,,,,,,,,,
"6(1,F1)",Standard6,7.808211629,1,223,,,,,,,,,,,,
"7(1,G1)",Standard7,6.670368993,1,234,,,,,,,,,,,,
"8(1,H1)",Standard8,5.448878613,1,214,,,,,,,,,,,,
"9(1,A2)",Standard1,15.21152605,1,226,,,,,,,,,,,,
"10(1,B2)",Standard2,14.44230499,1,232,,,,,,,,,,,,
"11(1,C2)",Standard3,12.61337848,1,207,,,,,,,,,,,,
"12(1,D2)",Standard4,10.97429581,1,233,,,,,,,,,,,,
"13(1,E2)",Standard5,9.106212425,1,207,,,,,,,,,,,,
"14(1,F2)",Standard6,7.658999082,1,217,,,,,,,,,,,,
"15(1,G2)",Standard7,7.125598747,1,204,,,,,,,,,,,,
"16(1,H2)",Standard8,5.711736349,1,209,,,,,,,,,,,,
"17(1,A3)",ADNI-451,9.546869245,1,209,,,,,,,,,,,,
"18(1,B3)",ADNI-452,8.639238183,1,222,,,,,,,,,,,,
"19(1,C3)",ADNI-453,9.081862475,1,220,,,,,,,,,,,,
"20(1,D3)",ADNI-454,8.97468699,1,210,,,,,,,,,,,,
"21(1,E3)",ADNI-455,9.132442569,1,207,,,,,,,,,,,,
"22(1,F3)",ADNI-456,8.978711588,1,206,,,,,,,,,,,,
"23(1,G3)",ADNI-457,8.876866697,1,209,,,,,,,,,,,,
"24(1,H3)",ADNI-458,8.766326812,1,232,,,,,,,,,,,,
"25(1,A4)",ADNI-451,9.705010651,1,207,,,,,,,,,,,,
"26(1,B4)",ADNI-452,8.559369415,1,200,,,,,,,,,,,,
"27(1,C4)",ADNI-453,8.857505188,1,218,,,,,,,,,,,,
"28(1,D4)",ADNI-454,9.207580473,1,226,,,,,,,,,,,,
"29(1,E4)",ADNI-455,8.959796438,1,222,,,,,,,,,,,,
"30(1,F4)",ADNI-456,9.200315457,1,220,,,,,,,,,,,,
"31(1,G4)",ADNI-457,9.004608295,1,204,,,,,,,,,,,,
"32(1,H4)",ADNI-458,8.909069854,1,237,,,,,,,,,,,,
"33(1,A5)",ADNI-459,8.268610478,1,216,,,,,,,,,,,,
"34(1,B5)",ADNI-460,8.868440233,1,201,,,,,,,,,,,,
