Program,xPONENT,,FlexMAP 3D,,,,,,,,,,,,,
"35(1,C5)",ADNI-461,9.488534443,1,241,,,,,,,,,,,,
"36(1,D5)",ADNI-462,10.06977383,1,213,,,,,,,,,,,,
"37(1,E5)",ADNI-463,8.100229148,1,203,,,,,,,,,,,,
"38(1,F5)",ADNI-464,9.211533181,1,206,,,,,,,,,,,,
"39(1,G5)",ADNI-465,8.977422346,1,211,,,,,,,,,,,,
"40(1,H5)",ADNI-466,9.283012746,1,230,,,,,,,,,,,,
"41(1,A6)",ADNI-459,8.637639157,1,231,,,,,,,,,,,,
"42(1,B6)",ADNI-460,9.083424608,1,214,,,,,,,,,,,,
"43(1,C6)",ADNI-461,9.661847015,1,224,,,,,,,,,,,,
"44(1,D6)",ADNI-462,10.1345273,1,203,,,,,,,,,,,,
"45(1,E6)",ADNI-463,8.237519828,1,223,,,,,,,,,,,,
"46(1,F6)",ADNI-464,9.324792695,1,201,,,,,,,,,,,,
"47(1,G6)",ADNI-465,8.862554506,1,206,,,,,,,,,,,,
"48(1,H6)",ADNI-466,9.033019299,1,206,,,,,,,,,,,,
"49(1,A7)",ADNI-467,8.175393883,1,201,,,,,,,,,,,,
"50(1,B7)",ADNI-468,8.748429391,1,231,,,,,,,,,,,,
"51(1,C7)",ADNI-469,7.928529157,1,207,,,,,,,,,,,,
"52(1,D7)",ADNI-470,8.675254891,1,208,,,,,,,,,,,,
"53(1,E7)",ADNI-471,9.501212759,1,206,,,,,,,,,,,,
"54(1,F7)",ADNI-472,11.51280631,1,202,,,,,,,,,,,,
"55(1,G7)",ADNI-473,9.038044975,1,225,,,,,,,,,,,,
"56(1,H7)",ADNI-474,9.31035904,1,218,,,,,,,,,,,,
"57(1,A8)",ADNI-467,8.560643856,1,208,,,,,,,,,,,,
"58(1,B8)",ADNI-468,9.202723005,1,204,,,,,,,,,,,,
"59(1,C8)",ADNI-469,8.047328874,1,210,,,,,,,,,,,,
"60(1,D8)",ADNI-470,8.662737573,1,203,,,,,,,,,,,,
"61(1,E8)",ADNI-471,9.740190388,1,234,,,,,,,,,,,,
"62(1,F8)",ADNI-472,11.9479699,1,225,,,,,,,,,,,,
"63(1,G8)",ADNI-473,8.824916295,1,205,,,,,,,,,,,,
"64(1,H8)",ADNI-474,9.442662353,1,200,,,,,,,,,,,,
"65(1,A9)",ADNI-475,9.431840199,1,203,,,,,,,,,,,,
"66(1,B9)",ADNI-476,9.154168586,1,242,,,,,,,,,,,,
"67(1,C9)",ADNI-477,8.973210225,1,214,,,,,,,,,,,,
"68(1,D9)",ADNI-478,9.493599779,1,226,,,,,,,,,,,,
"69(1,E9)",ADNI-479,8.590636984,1,247,,,,,,,,,,,,
"70(1,F9)",ADNI-480,8.309322034,1,216,,,,,,,,,,,,
"71(1,G9)",ADNI-481,9.937240998,1,231,,,,,,,,,,,,
"72(1,H9)",ADNI-482,8.483756016,1,230,,,,,,,,,,,,
"73(1,A10)",ADNI-475,9.364112133,1,219,,,,,,,,,,,,
"74(1,B10)",ADNI-476,9.178377383,1,201,,,,,,,,,,,,
"75(1,C10)",ADNI-477,9.314691461,1,208,,,,,,,,,,,,
"76(1,D10)",ADNI-478,9.463898917,1,232,,,,,,,,,,,,
"77(1,E10)",ADNI-479,8.530749402,1,220,,,,,,,,,,,,
"78(1,F10)",ADNI-480,8.176063805,1,216,,,,,,,,,,,,
"79(1,G10)",ADNI-481,9.866112228,1,209,,,,,,,,,,,,
"80(1,H10)",ADNI-482,8.371322849,1,261,,,,,,,,,,,,
"81(1,A11)",BioS-09,9.210152001,1,250,,,,,,,,,,,,
"82(1,B11)",BioS-10,8.1936652,1,215,,,,,,,,,,,,
"83(1,C11)",BioS-11,9.251157836,1,226,,,,,,,,,,,,
"84(1,D11)",BioS-12,10.19900359,1,218,,,,,,,,,,,,
"85(1,E11)",BioS-13,8.865889346,1,215,,,,,,,,,,,,
"86(1,F11)",BioS-14,9.369005226,1,226,,,,,,,,,,,,
"87(1,G11)",BioS-15,9.421435522,1,222,,,,,,,,,,,,
"88(1,H11)",BioS-16,9.641011392,1,215,,,,,,,,,,,,
"89(1,A12)",BioS-09,9.337400826,1,216,,,,,,,,,,,,
"90(1,B12)",BioS-10,8.292109292,1,218,,,,,,,,,,,,
"91(1,C12)",BioS-11,9.214256036,1,226,,,,,,,,,,,,
"92(1,D12)",BioS-12,10.07316054,1,207,,,,,,,,,,,,
"93(1,E12)",BioS-13,8.887989957,1,218,,,,,,,,,,,,
"94(1,F12)",BioS-14,9.389289055,1,243,,,,,,,,,,,,
"95(1,G12)",BioS-15,9.474838113,1,214,,,,,,,,,,,,
"96(1,H12)",BioS-16,9.76477172,1,206,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Avg Normalized Net Median,,,,,,,,,,,,,,,
Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,15.03942703,1,,,,,,,,,,,,,,
Standard2,14.07011275,1,,,,,,,,,,,,,,
Standard3,12.428799,1,,,,,,,,,,,,,,
Standard4,10.62146531,1,,,,,,,,,,,,,,
Standard5,9.00788966,1,,,,,,,,,,,,,,
Standard6,7.733605355,1,,,,,,,,,,,,,,
Standard7,6.89798387,1,,,,,,,,,,,,,,
Standard8,5.580307481,1,,,,,,,,,,,,,,
ADNI-451,9.625939948,1,,,,,,,,,,,,,,
ADNI-452,8.599303799,1,,,,,,,,,,,,,,
ADNI-453,8.969683831,1,,,,,,,,,,,,,,
ADNI-454,9.091133731,1,,,,,,,,,,,,,,
ADNI-455,9.046119503,1,,,,,,,,,,,,,,
ADNI-456,9.089513523,1,,,,,,,,,,,,,,
ADNI-457,8.940737496,1,,,,,,,,,,,,,,
ADNI-458,8.837698333,1,,,,,,,,,,,,,,
ADNI-459,8.453124818,1,,,,,,,,,,,,,,
ADNI-460,8.97593242,1,,,,,,,,,,,,,,
ADNI-461,9.575190729,1,,,,,,,,,,,,,,
ADNI-462,10.10215056,1,,,,,,,,,,,,,,
ADNI-463,8.168874488,1,,,,,,,,,,,,,,
ADNI-464,9.268162938,1,,,,,,,,,,,,,,
ADNI-465,8.919988426,1,,,,,,,,,,,,,,
ADNI-466,9.158016023,1,,,,,,,,,,,,,,
ADNI-467,8.368018869,1,,,,,,,,,,,,,,
ADNI-468,8.975576198,1,,,,,,,,,,,,,,
ADNI-469,7.987929016,1,,,,,,,,,,,,,,
ADNI-470,8.668996232,1,,,,,,,,,,,,,,
ADNI-471,9.620701573,1,,,,,,,,,,,,,,
ADNI-472,11.73038811,1,,,,,,,,,,,,,,
ADNI-473,8.931480635,1,,,,,,,,,,,,,,
ADNI-474,9.376510696,1,,,,,,,,,,,,,,
ADNI-475,9.397976166,1,,,,,,,,,,,,,,
ADNI-476,9.166272984,1,,,,,,,,,,,,,,
ADNI-477,9.143950843,1,,,,,,,,,,,,,,
ADNI-478,9.478749348,1,,,,,,,,,,,,,,
ADNI-479,8.560693193,1,,,,,,,,,,,,,,
ADNI-480,8.24269292,1,,,,,,,,,,,,,,
ADNI-481,9.901676613,1,,,,,,,,,,,,,,
ADNI-482,8.427539433,1,,,,,,,,,,,,,,
BioS-09,9.273776413,1,,,,,,,,,,,,,,
BioS-10,8.242887246,1,,,,,,,,,,,,,,
BioS-11,9.232706936,1,,,,,,,,,,,,,,
BioS-12,10.13608206,1,,,,,,,,,,,,,,
BioS-13,8.876939651,1,,,,,,,,,,,,,,
BioS-14,9.379147141,1,,,,,,,,,,,,,,
BioS-15,9.448136817,1,,,,,,,,,,,,,,
BioS-16,9.702891556,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,%CV Replicates,,,,,,,,,,,,,,,
Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,20.60515309,,,,,,,,,,,,,,,
Standard2,27.98569406,,,,,,,,,,,,,,,
Standard3,10.30400639,,,,,,,,,,,,,,,
Standard4,19.18961662,,,,,,,,,,,,,,,
Standard5,6.524308713,,,,,,,,,,,,,,,
Standard6,7.089198343,,,,,,,,,,,,,,,
Standard7,33.26235135,,,,,,,,,,,,,,,
Standard8,NaN,,,,,,,,,,,,,,,
ADNI-451,4.743066489,,,,,,,,,,,,,,,
ADNI-452,2.898255039,,,,,,,,,,,,,,,
ADNI-453,7.498792108,,,,,,,,,,,,,,,
ADNI-454,7.604190747,,,,,,,,,,,,,,,
ADNI-455,5.686659914,,,,,,,,,,,,,,,
ADNI-456,7.238196954,,,,,,,,,,,,,,,
ADNI-457,4.2962206,,,,,,,,,,,,,,,
ADNI-458,4.904453025,,,,,,,,,,,,,,,
ADNI-459,13.86976429,,,,,,,,,,,,,,,
ADNI-460,7.176980416,,,,,,,,,,,,,,,
ADNI-461,5.234045861,,,,,,,,,,,,,,,
ADNI-462,1.839377086,,,,,,,,,,,,,,,
ADNI-463,5.604897634,,,,,,,,,,,,,,,
ADNI-464,3.58590614,,,,,,,,,,,,,,,
ADNI-465,3.879726725,,,,,,,,,,,,,,,
ADNI-466,8.06287698,,,,,,,,,,,,,,,
ADNI-467,14.81177341,,,,,,,,,,,,,,,
ADNI-468,15.13710209,,,,,,,,,,,,,,,
ADNI-469,5.142898512,,,,,,,,,,,,,,,
ADNI-470,0.446761928,,,,,,,,,,,,,,,
ADNI-471,7.170179878,,,,,,,,,,,,,,,
ADNI-472,11.67711552,,,,,,,,,,,,,,,
ADNI-473,7.178805588,,,,,,,,,,,,,,,
ADNI-474,4.115493883,,,,,,,,,,,,,,,
ADNI-475,2.100025052,,,,,,,,,,,,,,,
ADNI-476,0.780208741,,,,,,,,,,,,,,,
ADNI-477,11.0343587,,,,,,,,,,,,,,,
ADNI-478,0.909752857,,,,,,,,,,,,,,,
ADNI-479,2.194011673,,,,,,,,,,,,,,,
ADNI-480,5.320658652,,,,,,,,,,,,,,,
ADNI-481,2.062697353,,,,,,,,,,,,,,,
ADNI-482,4.262304565,,,,,,,,,,,,,,,
BioS-09,4.024878786,,,,,,,,,,,,,,,
BioS-10,3.930907558,,,,,,,,,,,,,,,
BioS-11,1.175548611,,,,,,,,,,,,,,,
BioS-12,3.562906808,,,,,,,,,,,,,,,
BioS-13,0.75325949,,,,,,,,,,,,,,,
BioS-14,0.630817729,,,,,,,,,,,,,,,
BioS-15,1.643207383,,,,,,,,,,,,,,,
BioS-16,3.674944565,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,% Recovery,,,,,,,,,,,,,,,
Location,Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,
"1(1,A1)",Standard1,85.59,,,,,,,,,,,,,,
"2(1,B1)",Standard2,85.92,,,,,,,,,,,,,,
"3(1,C1)",Standard3,92.6,,,,,,,,,,,,,,
"4(1,D1)",Standard4,86.87,,,,,,,,,,,,,,
"5(1,E1)",Standard5,96.85,,,,,,,,,,,,,,
"6(1,F1)",Standard6,105.38,,,,,,,,,,,,,,
"7(1,G1)",Standard7,77.6,,,,,,,,,,,,,,
"8(1,H1)",Standard8,N/A,,,,,,,,,,,,,,
"9(1,A2)",Standard1,114.78,,,,,,,,,,,,,,
"10(1,B2)",Standard2,128.31,,,,,,,,,,,,,,
"11(1,C2)",Standard3,107.15,,,,,,,,,,,,,,
"12(1,D2)",Standard4,114.15,,,,,,,,,,,,,,
"13(1,E2)",Standard5,106.22,,,,,,,,,,,,,,
"14(1,F2)",Standard6,95.31,,,,,,,,,,,,,,
"15(1,G2)",Standard7,125.33,,,,,,,,,,,,,,
"16(1,H2)",Standard8,N/A,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Comments,,,,,,,,,,,,,,,
Location,Sample,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,
"1(1,A1)",Standard1,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,,,,,,,,,,,,,,,
"9(1,A2)",Standard1,Extrapolated,,,,,,,,,,,,,,
"10(1,B2)",Standard2,,,,,,,,,,,,,,,
"11(1,C2)",Standard3,,,,,,,,,,,,,,,
"12(1,D2)",Standard4,,,,,,,,,,,,,,,
"13(1,E2)",Standard5,,,,,,,,,,,,,,,
"14(1,F2)",Standard6,,,,,,,,,,,,,,,
"15(1,G2)",Standard7,,,,,,,,,,,,,,,
"16(1,H2)",Standard8,,,,,,,,,,,,,,,
"17(1,A3)",ADNI-451,,,,,,,,,,,,,,,
"18(1,B3)",ADNI-452,,,,,,,,,,,,,,,
"19(1,C3)",ADNI-453,,,,,,,,,,,,,,,
"20(1,D3)",ADNI-454,,,,,,,,,,,,,,,
"21(1,E3)",ADNI-455,,,,,,,,,,,,,,,
"22(1,F3)",ADNI-456,,,,,,,,,,,,,,,
"23(1,G3)",ADNI-457,,,,,,,,,,,,,,,
"24(1,H3)",ADNI-458,,,,,,,,,,,,,,,
"25(1,A4)",ADNI-451,,,,,,,,,,,,,,,
"26(1,B4)",ADNI-452,,,,,,,,,,,,,,,
"27(1,C4)",ADNI-453,,,,,,,,,,,,,,,
"28(1,D4)",ADNI-454,,,,,,,,,,,,,,,
"29(1,E4)",ADNI-455,,,,,,,,,,,,,,,
"30(1,F4)",ADNI-456,,,,,,,,,,,,,,,
"31(1,G4)",ADNI-457,,,,,,,,,,,,,,,
"32(1,H4)",ADNI-458,,,,,,,,,,,,,,,
"33(1,A5)",ADNI-459,,,,,,,,,,,,,,,
"34(1,B5)",ADNI-460,,,,,,,,,,,,,,,
"35(1,C5)",ADNI-461,,,,,,,,,,,,,,,
"36(1,D5)",ADNI-462,,,,,,,,,,,,,,,
"37(1,E5)",ADNI-463,,,,,,,,,,,,,,,
"38(1,F5)",ADNI-464,,,,,,,,,,,,,,,
"39(1,G5)",ADNI-465,,,,,,,,,,,,,,,
"40(1,H5)",ADNI-466,,,,,,,,,,,,,,,
"41(1,A6)",ADNI-459,,,,,,,,,,,,,,,
"42(1,B6)",ADNI-460,,,,,,,,,,,,,,,
"43(1,C6)",ADNI-461,,,,,,,,,,,,,,,
"44(1,D6)",ADNI-462,,,,,,,,,,,,,,,
"45(1,E6)",ADNI-463,,,,,,,,,,,,,,,
"46(1,F6)",ADNI-464,,,,,,,,,,,,,,,
"47(1,G6)",ADNI-465,,,,,,,,,,,,,,,
"48(1,H6)",ADNI-466,,,,,,,,,,,,,,,
"49(1,A7)",ADNI-467,,,,,,,,,,,,,,,
"50(1,B7)",ADNI-468,,,,,,,,,,,,,,,
"51(1,C7)",ADNI-469,,,,,,,,,,,,,,,
"52(1,D7)",ADNI-470,,,,,,,,,,,,,,,
"53(1,E7)",ADNI-471,,,,,,,,,,,,,,,
"54(1,F7)",ADNI-472,,,,,,,,,,,,,,,
"55(1,G7)",ADNI-473,,,,,,,,,,,,,,,
"56(1,H7)",ADNI-474,,,,,,,,,,,,,,,
"57(1,A8)",ADNI-467,,,,,,,,,,,,,,,
"58(1,B8)",ADNI-468,,,,,,,,,,,,,,,
"59(1,C8)",ADNI-469,,,,,,,,,,,,,,,
"60(1,D8)",ADNI-470,,,,,,,,,,,,,,,
"61(1,E8)",ADNI-471,,,,,,,,,,,,,,,
"62(1,F8)",ADNI-472,,,,,,,,,,,,,,,
"63(1,G8)",ADNI-473,,,,,,,,,,,,,,,
"64(1,H8)",ADNI-474,,,,,,,,,,,,,,,
"65(1,A9)",ADNI-475,,,,,,,,,,,,,,,
"66(1,B9)",ADNI-476,,,,,,,,,,,,,,,
"67(1,C9)",ADNI-477,,,,,,,,,,,,,,,
"68(1,D9)",ADNI-478,,,,,,,,,,,,,,,
"69(1,E9)",ADNI-479,,,,,,,,,,,,,,,
"70(1,F9)",ADNI-480,,,,,,,,,,,,,,,
"71(1,G9)",ADNI-481,,,,,,,,,,,,,,,
"72(1,H9)",ADNI-482,,,,,,,,,,,,,,,
"73(1,A10)",ADNI-475,,,,,,,,,,,,,,,
"74(1,B10)",ADNI-476,,,,,,,,,,,,,,,
"75(1,C10)",ADNI-477,,,,,,,,,,,,,,,
"76(1,D10)",ADNI-478,,,,,,,,,,,,,,,
"77(1,E10)",ADNI-479,,,,,,,,,,,,,,,
"78(1,F10)",ADNI-480,,,,,,,,,,,,,,,
"79(1,G10)",ADNI-481,,,,,,,,,,,,,,,
"80(1,H10)",ADNI-482,,,,,,,,,,,,,,,
"81(1,A11)",BioS-09,,,,,,,,,,,,,,,
"82(1,B11)",BioS-10,,,,,,,,,,,,,,,
"83(1,C11)",BioS-11,,,,,,,,,,,,,,,
"84(1,D11)",BioS-12,,,,,,,,,,,,,,,
"85(1,E11)",BioS-13,,,,,,,,,,,,,,,
"86(1,F11)",BioS-14,,,,,,,,,,,,,,,
"87(1,G11)",BioS-15,,,,,,,,,,,,,,,
"88(1,H11)",BioS-16,,,,,,,,,,,,,,,
"89(1,A12)",BioS-09,,,,,,,,,,,,,,,
"90(1,B12)",BioS-10,,,,,,,,,,,,,,,
"91(1,C12)",BioS-11,,,,,,,,,,,,,,,
"92(1,D12)",BioS-12,,,,,,,,,,,,,,,
"93(1,E12)",BioS-13,,,,,,,,,,,,,,,
"94(1,F12)",BioS-14,,,,,,,,,,,,,,,
"95(1,G12)",BioS-15,,,,,,,,,,,,,,,
"96(1,H12)",BioS-16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
BeadID:,35,45,,,,,,,,,,,,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Standard Expected Concentration,,,,,,,,,,,,,,,
Reagent,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Standard1,1,,,,,,,,,,,,,,,
Standard2,0.5,,,,,,,,,,,,,,,
Standard3,0.25,,,,,,,,,,,,,,,
Standard4,0.125,,,,,,,,,,,,,,,
Standard5,0.0625,,,,,,,,,,,,,,,
Standard6,0.03125,,,,,,,,,,,,,,,
Standard7,0.015625,,,,,,,,,,,,,,,
Standard8,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Control Expected Concentration,,,,,,,,,,,,,,,
Reagent,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Control Range - Low,,,,,,,,,,,,,,,
Reagent,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Control Range - High,,,,,,,,,,,,,,,
Reagent,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
BeadID:,35,45,,,,,,,,,,,,,,
Per Bead:,100,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",Standard1,,,,,,,,,,,,,,,
"2(1,B1)",Standard2,,,,,,,,,,,,,,,
"3(1,C1)",Standard3,,,,,,,,,,,,,,,
"4(1,D1)",Standard4,,,,,,,,,,,,,,,
"5(1,E1)",Standard5,,,,,,,,,,,,,,,
"6(1,F1)",Standard6,,,,,,,,,,,,,,,
"7(1,G1)",Standard7,,,,,,,,,,,,,,,
"8(1,H1)",Standard8,,,,,,,,,,,,,,,
"9(1,A2)",Standard1,,,,,,,,,,,,,,,
"10(1,B2)",Standard2,,,,,,,,,,,,,,,
"11(1,C2)",Standard3,,,,,,,,,,,,,,,
"12(1,D2)",Standard4,,,,,,,,,,,,,,,
"13(1,E2)",Standard5,,,,,,,,,,,,,,,
"14(1,F2)",Standard6,,,,,,,,,,,,,,,
"15(1,G2)",Standard7,,,,,,,,,,,,,,,
"16(1,H2)",Standard8,,,,,,,,,,,,,,,
"17(1,A3)",ADNI-451,1,,,,,,,,,,,,,,
"18(1,B3)",ADNI-452,1,,,,,,,,,,,,,,
"19(1,C3)",ADNI-453,1,,,,,,,,,,,,,,
"20(1,D3)",ADNI-454,1,,,,,,,,,,,,,,
"21(1,E3)",ADNI-455,1,,,,,,,,,,,,,,
"22(1,F3)",ADNI-456,1,,,,,,,,,,,,,,
"23(1,G3)",ADNI-457,1,,,,,,,,,,,,,,
"24(1,H3)",ADNI-458,1,,,,,,,,,,,,,,
"25(1,A4)",ADNI-451,1,,,,,,,,,,,,,,
"26(1,B4)",ADNI-452,1,,,,,,,,,,,,,,
"27(1,C4)",ADNI-453,1,,,,,,,,,,,,,,
"28(1,D4)",ADNI-454,1,,,,,,,,,,,,,,
"29(1,E4)",ADNI-455,1,,,,,,,,,,,,,,
"30(1,F4)",ADNI-456,1,,,,,,,,,,,,,,
"31(1,G4)",ADNI-457,1,,,,,,,,,,,,,,
"32(1,H4)",ADNI-458,1,,,,,,,,,,,,,,
"33(1,A5)",ADNI-459,1,,,,,,,,,,,,,,
"34(1,B5)",ADNI-460,1,,,,,,,,,,,,,,
"35(1,C5)",ADNI-461,1,,,,,,,,,,,,,,
"36(1,D5)",ADNI-462,1,,,,,,,,,,,,,,
"37(1,E5)",ADNI-463,1,,,,,,,,,,,,,,
"38(1,F5)",ADNI-464,1,,,,,,,,,,,,,,
"39(1,G5)",ADNI-465,1,,,,,,,,,,,,,,
"40(1,H5)",ADNI-466,1,,,,,,,,,,,,,,
"41(1,A6)",ADNI-459,1,,,,,,,,,,,,,,
"42(1,B6)",ADNI-460,1,,,,,,,,,,,,,,
"43(1,C6)",ADNI-461,1,,,,,,,,,,,,,,
"44(1,D6)",ADNI-462,1,,,,,,,,,,,,,,
"45(1,E6)",ADNI-463,1,,,,,,,,,,,,,,
"46(1,F6)",ADNI-464,1,,,,,,,,,,,,,,
"47(1,G6)",ADNI-465,1,,,,,,,,,,,,,,
"48(1,H6)",ADNI-466,1,,,,,,,,,,,,,,
"49(1,A7)",ADNI-467,1,,,,,,,,,,,,,,
"50(1,B7)",ADNI-468,1,,,,,,,,,,,,,,
"51(1,C7)",ADNI-469,1,,,,,,,,,,,,,,
"52(1,D7)",ADNI-470,1,,,,,,,,,,,,,,
"53(1,E7)",ADNI-471,1,,,,,,,,,,,,,,
"54(1,F7)",ADNI-472,1,,,,,,,,,,,,,,
"55(1,G7)",ADNI-473,1,,,,,,,,,,,,,,
"56(1,H7)",ADNI-474,1,,,,,,,,,,,,,,
"57(1,A8)",ADNI-467,1,,,,,,,,,,,,,,
"58(1,B8)",ADNI-468,1,,,,,,,,,,,,,,
"59(1,C8)",ADNI-469,1,,,,,,,,,,,,,,
"60(1,D8)",ADNI-470,1,,,,,,,,,,,,,,
"61(1,E8)",ADNI-471,1,,,,,,,,,,,,,,
"62(1,F8)",ADNI-472,1,,,,,,,,,,,,,,
"63(1,G8)",ADNI-473,1,,,,,,,,,,,,,,
"64(1,H8)",ADNI-474,1,,,,,,,,,,,,,,
"65(1,A9)",ADNI-475,1,,,,,,,,,,,,,,
"66(1,B9)",ADNI-476,1,,,,,,,,,,,,,,
"67(1,C9)",ADNI-477,1,,,,,,,,,,,,,,
"68(1,D9)",ADNI-478,1,,,,,,,,,,,,,,
"69(1,E9)",ADNI-479,1,,,,,,,,,,,,,,
"70(1,F9)",ADNI-480,1,,,,,,,,,,,,,,
"71(1,G9)",ADNI-481,1,,,,,,,,,,,,,,
"72(1,H9)",ADNI-482,1,,,,,,,,,,,,,,
"73(1,A10)",ADNI-475,1,,,,,,,,,,,,,,
"74(1,B10)",ADNI-476,1,,,,,,,,,,,,,,
"75(1,C10)",ADNI-477,1,,,,,,,,,,,,,,
"76(1,D10)",ADNI-478,1,,,,,,,,,,,,,,
"77(1,E10)",ADNI-479,1,,,,,,,,,,,,,,
"78(1,F10)",ADNI-480,1,,,,,,,,,,,,,,
"79(1,G10)",ADNI-481,1,,,,,,,,,,,,,,
"80(1,H10)",ADNI-482,1,,,,,,,,,,,,,,
"81(1,A11)",BioS-09,1,,,,,,,,,,,,,,
"82(1,B11)",BioS-10,1,,,,,,,,,,,,,,
"83(1,C11)",BioS-11,1,,,,,,,,,,,,,,
"84(1,D11)",BioS-12,1,,,,,,,,,,,,,,
"85(1,E11)",BioS-13,1,,,,,,,,,,,,,,
"86(1,F11)",BioS-14,1,,,,,,,,,,,,,,
"87(1,G11)",BioS-15,1,,,,,,,,,,,,,,
"88(1,H11)",BioS-16,1,,,,,,,,,,,,,,
"89(1,A12)",BioS-09,1,,,,,,,,,,,,,,
"90(1,B12)",BioS-10,1,,,,,,,,,,,,,,
"91(1,C12)",BioS-11,1,,,,,,,,,,,,,,
"92(1,D12)",BioS-12,1,,,,,,,,,,,,,,
"93(1,E12)",BioS-13,1,,,,,,,,,,,,,,
"94(1,F12)",BioS-14,1,,,,,,,,,,,,,,
"95(1,G12)",BioS-15,1,,,,,,,,,,,,,,
"96(1,H12)",BioS-16,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
AnalysisType,Logistic 5P Weighted,None,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Coefficients,,,,,,,,,,,,,,,
Analyte:,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Coefficient A,5.572831623,,,,,,,,,,,,,,,
Coefficient B,16.23220566,,,,,,,,,,,,,,,
Coefficient C,0.239248918,,,,,,,,,,,,,,,
Coefficient D,-1.147851895,,,,,,,,,,,,,,,
Coefficient F,0.657955997,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,R^2,,,,,,,,,,,,,,,
Analyte:,Anti-Kappa IgG,Analyte 45,,,,,,,,,,,,,,
Value,0.99507042,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: CF7647F7,,,,,,,,,,,,,,,,